HH_ID,JTOUR_ID,NUMBER_HH,PERSON_1,PERSON_2,PERSON_3,PERSON_4,PERSON_5,PERSON_6,PERSON_7,PERSON_8,PERSON_9,COMPOSITION,JOINT_PURP
18649513,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,7
18662735,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
18662735,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
18678930,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18678930,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,4
18681508,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
18682564,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18682564,2,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,6
18687826,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,3
18687826,2,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,4
18687826,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,3,9
18688254,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
18694058,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
18694058,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
18699268,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,5
18709049,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,4
18709049,2,3,2,3,4,nan,nan,nan,nan,nan,nan,3,4
18711941,1,2,4,5,nan,nan,nan,nan,nan,nan,nan,3,6
18720680,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,9
18725584,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,2,6
18731736,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,3
18743941,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,6
18743941,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
18750226,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18753036,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
18755156,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,9
18755156,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
18761262,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18763485,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18763961,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18785284,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
18786472,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
18802846,1,3,3,4,5,nan,nan,nan,nan,nan,nan,2,3
18805139,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3,9
18805268,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18805370,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
18813541,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,6
18813541,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
18814493,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
18814493,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,4
18819261,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
18821453,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,3
18823664,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
18827972,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18841576,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18850065,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
18852355,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
18858715,1,3,3,4,5,nan,nan,nan,nan,nan,nan,2,3
18868285,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,2,3
18872135,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18891790,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,8
18898963,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
18905517,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
18908140,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,8
18915341,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,3
18915821,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,4
18932625,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,9
18939533,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18939533,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
18951771,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
18955594,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18958015,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
18959245,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,8
18963622,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
18970170,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
18970170,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
18974729,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,6
18979422,1,3,2,4,5,nan,nan,nan,nan,nan,nan,3,3
18979422,2,3,2,4,5,nan,nan,nan,nan,nan,nan,3,3
18979492,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
18979659,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,8
18979659,2,4,1,2,3,4,nan,nan,nan,nan,nan,3,9
18980934,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,7
18997785,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19111626,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19111626,2,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
19113685,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19113728,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19115743,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
19119048,1,4,2,3,4,5,nan,nan,nan,nan,nan,3,6
19119916,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19127349,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
19127349,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
19129654,1,4,1,2,3,4,nan,nan,nan,nan,nan,3,9
19131911,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19133143,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,7
19133842,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19135097,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,1
19135259,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19135880,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,8
19139703,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19147034,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19147066,1,2,3,6,nan,nan,nan,nan,nan,nan,nan,3,6
19147766,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19150301,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,2,6
19153073,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19153540,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19154618,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,3
19159729,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19169031,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,4
19169036,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19169200,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,9
19177322,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19177322,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19181022,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19181360,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19181360,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19183439,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19185300,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19185684,1,3,1,8,9,nan,nan,nan,nan,nan,nan,3,6
19185684,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
19185868,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,7
19186424,1,3,1,4,5,nan,nan,nan,nan,nan,nan,3,7
19186424,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19186424,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,4
19186734,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19187704,1,2,4,5,nan,nan,nan,nan,nan,nan,nan,2,3
19195924,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19196697,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,8
19197170,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19198175,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,4
19198175,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,4
19199265,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19204227,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19206553,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
19209468,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,7
19209468,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,7
19209468,3,3,1,3,4,nan,nan,nan,nan,nan,nan,3,4
19209468,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19209661,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19209699,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19211888,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,5
19211888,2,3,1,2,4,nan,nan,nan,nan,nan,nan,3,3
19214729,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19217338,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
19217338,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
19218275,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,3
19218275,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19219759,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19222073,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19223670,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19223670,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,7
19224527,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19224527,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19224527,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19228255,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,8
19228255,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19228965,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,6
19231743,1,4,2,3,4,5,nan,nan,nan,nan,nan,3,8
19233002,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19233002,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19233096,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,1
19236179,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19236382,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19236788,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,9
19242510,1,2,1,7,nan,nan,nan,nan,nan,nan,nan,3,9
19247711,1,3,1,2,4,nan,nan,nan,nan,nan,nan,3,5
19247711,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,8
19248028,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,1,6
19249365,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19252163,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
19253911,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19254747,1,4,1,2,3,4,nan,nan,nan,nan,nan,3,7
19255719,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,5
19255932,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19258463,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19259246,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,8
19260290,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19265617,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
19272452,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19274401,1,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,8
19275093,1,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,8
19275093,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
19275690,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,6
19276032,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19276032,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19276720,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,9
19279222,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19283404,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19287141,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,7
19288368,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,5
19290685,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19292634,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,6
19292634,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,9
19292634,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,1
19301894,1,2,2,5,nan,nan,nan,nan,nan,nan,nan,3,5
19303182,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19307320,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,4
19308850,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,4
19308850,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19310305,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19314735,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
19316367,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
19316367,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,4
19316623,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19316623,2,3,2,3,4,nan,nan,nan,nan,nan,nan,3,4
19316623,3,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,8
19316694,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19319388,1,3,3,4,5,nan,nan,nan,nan,nan,nan,3,7
19319921,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19323295,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19325088,1,3,1,2,5,nan,nan,nan,nan,nan,nan,3,7
19330844,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19332313,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19332313,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19334496,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,5
19339661,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,8
19341263,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,3
19341263,2,3,1,5,6,nan,nan,nan,nan,nan,nan,3,4
19345975,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
19345975,2,4,1,2,3,4,nan,nan,nan,nan,nan,3,9
19345975,3,4,1,2,3,4,nan,nan,nan,nan,nan,3,9
19349188,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19350060,1,3,1,4,5,nan,nan,nan,nan,nan,nan,3,5
19351189,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19351812,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,3
19356685,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,9
19358349,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19360768,1,3,2,4,5,nan,nan,nan,nan,nan,nan,3,9
19360768,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,8
19361783,1,5,1,2,3,4,5,nan,nan,nan,nan,3,9
19365183,1,4,1,3,4,5,nan,nan,nan,nan,nan,3,3
19365204,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19366608,1,3,1,2,3,nan,nan,nan,nan,nan,nan,3,9
19367778,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,5
19367778,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,7
19368923,1,3,1,2,4,nan,nan,nan,nan,nan,nan,3,3
19370728,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19374534,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,5
19374534,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,9
19377036,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,8
19378252,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19378376,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19379194,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19386732,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19388341,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,7
19389655,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,5
19394333,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19396612,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19397038,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,1,5
19399661,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,5
19399661,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,5
19403537,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,8
19405798,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,3
19406847,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,4
19407723,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19408264,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,6
19409572,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,7
19409572,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,3,5
19410291,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19410291,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19412807,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,4
19412807,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
19412807,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,9
19413920,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19416472,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,6
19418695,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,4
19419392,1,3,1,3,4,nan,nan,nan,nan,nan,nan,3,5
19420815,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19422930,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,3,6
19422930,2,3,1,3,4,nan,nan,nan,nan,nan,nan,3,5
19423985,1,3,3,4,5,nan,nan,nan,nan,nan,nan,3,4
19426848,1,3,2,3,4,nan,nan,nan,nan,nan,nan,3,8
19431049,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19433403,1,4,2,3,4,5,nan,nan,nan,nan,nan,3,8
19434850,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19438232,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19438232,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19439845,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19441215,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,3,6
19445714,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,8
19451435,1,4,1,2,3,4,nan,nan,nan,nan,nan,3,8
19452374,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,3,9
19456816,1,4,2,3,4,5,nan,nan,nan,nan,nan,3,3
19456816,2,4,2,3,4,5,nan,nan,nan,nan,nan,3,9
19460465,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,5
19463094,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,2,3
19472865,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,3,9
19475718,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,1,9
19477994,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,3,4
