tripmode,tourmode,purpose,value,grp_var
8,Auto 2 Person,idisc,0.0,idisctourmode2
8,Auto 2 Person,imain,0.0,imaintourmode2
8,Auto 2 Person,jdisc,0.0,jdisctourmode2
8,Auto 2 Person,jmain,0.0,jmaintourmode2
8,Auto 2 Person,schl,0.0,schltourmode2
8,Auto 2 Person,total,0.0,totaltourmode2
8,Auto 2 Person,univ,0.0,univtourmode2
8,Auto 2 Person,work,0.0,worktourmode2
8,Auto 2 Person,atwork,0.0,atworktourmode2
8,Auto 3+ Person,idisc,0.0,idisctourmode3
8,Auto 3+ Person,imain,0.0,imaintourmode3
8,Auto 3+ Person,jdisc,0.0,jdisctourmode3
8,Auto 3+ Person,jmain,0.0,jmaintourmode3
8,Auto 3+ Person,schl,0.0,schltourmode3
8,Auto 3+ Person,total,0.0,totaltourmode3
8,Auto 3+ Person,univ,0.0,univtourmode3
8,Auto 3+ Person,work,0.0,worktourmode3
8,Auto 3+ Person,atwork,0.0,atworktourmode3
8,KNR-Transit,idisc,1847.0,idisctourmode8
8,KNR-Transit,imain,1135.0,imaintourmode8
8,KNR-Transit,jdisc,264.0,jdisctourmode8
8,KNR-Transit,jmain,56.0,jmaintourmode8
8,KNR-Transit,schl,336.0,schltourmode8
8,KNR-Transit,total,15510.0,totaltourmode8
8,KNR-Transit,univ,2157.0,univtourmode8
8,KNR-Transit,work,9431.0,worktourmode8
8,KNR-Transit,atwork,286.0,atworktourmode8
8,PNR-Transit,idisc,0.0,idisctourmode7
8,PNR-Transit,imain,0.0,imaintourmode7
8,PNR-Transit,jdisc,0.0,jdisctourmode7
8,PNR-Transit,jmain,0.0,jmaintourmode7
8,PNR-Transit,schl,0.0,schltourmode7
8,PNR-Transit,total,0.0,totaltourmode7
8,PNR-Transit,univ,0.0,univtourmode7
8,PNR-Transit,work,0.0,worktourmode7
8,PNR-Transit,atwork,0.0,atworktourmode7
8,School Bus,idisc,0.0,idisctourmode10
8,School Bus,imain,0.0,imaintourmode10
8,School Bus,jdisc,0.0,jdisctourmode10
8,School Bus,jmain,0.0,jmaintourmode10
8,School Bus,schl,0.0,schltourmode10
8,School Bus,total,0.0,totaltourmode10
8,School Bus,univ,0.0,univtourmode10
8,School Bus,work,0.0,worktourmode10
8,School Bus,atwork,0.0,atworktourmode10
8,Auto SOV,idisc,0.0,idisctourmode1
8,Auto SOV,imain,0.0,imaintourmode1
8,Auto SOV,jdisc,0.0,jdisctourmode1
8,Auto SOV,jmain,0.0,jmaintourmode1
8,Auto SOV,schl,0.0,schltourmode1
8,Auto SOV,total,0.0,totaltourmode1
8,Auto SOV,univ,0.0,univtourmode1
8,Auto SOV,work,0.0,worktourmode1
8,Auto SOV,atwork,0.0,atworktourmode1
8,Taxi,idisc,0.0,idisctourmode9
8,Taxi,imain,0.0,imaintourmode9
8,Taxi,jdisc,0.0,jdisctourmode9
8,Taxi,jmain,0.0,jmaintourmode9
8,Taxi,schl,0.0,schltourmode9
8,Taxi,total,0.0,totaltourmode9
8,Taxi,univ,0.0,univtourmode9
8,Taxi,work,0.0,worktourmode9
8,Taxi,atwork,0.0,atworktourmode9
8,Auto SOV,idisc,0.0,idisctourmode4
8,Auto SOV,imain,0.0,imaintourmode4
8,Auto SOV,jdisc,0.0,jdisctourmode4
8,Auto SOV,jmain,0.0,jmaintourmode4
8,Auto SOV,schl,0.0,schltourmode4
8,Auto SOV,total,0.0,totaltourmode4
8,Auto SOV,univ,0.0,univtourmode4
8,Auto SOV,work,0.0,worktourmode4
8,Auto SOV,atwork,0.0,atworktourmode4
8,Walk-Transit,idisc,0.0,idisctourmode6
8,Walk-Transit,imain,0.0,imaintourmode6
8,Walk-Transit,jdisc,0.0,jdisctourmode6
8,Walk-Transit,jmain,0.0,jmaintourmode6
8,Walk-Transit,schl,0.0,schltourmode6
8,Walk-Transit,total,0.0,totaltourmode6
8,Walk-Transit,univ,0.0,univtourmode6
8,Walk-Transit,work,0.0,worktourmode6
8,Walk-Transit,atwork,0.0,atworktourmode6
7,Total,idisc,650.0,idiscTotal
7,Total,imain,504.0,imainTotal
7,Total,jdisc,110.0,jdiscTotal
7,Total,jmain,6.0,jmainTotal
7,Total,schl,88.0,schlTotal
7,Total,total,35858.0,totalTotal
7,Total,univ,2775.0,univTotal
7,Total,work,31513.0,workTotal
7,Total,atwork,214.0,atworkTotal
7,Bike/Moped,idisc,0.0,idisctourmode5
7,Bike/Moped,imain,0.0,imaintourmode5
7,Bike/Moped,jdisc,0.0,jdisctourmode5
7,Bike/Moped,jmain,0.0,jmaintourmode5
7,Bike/Moped,schl,0.0,schltourmode5
7,Bike/Moped,total,0.0,totaltourmode5
7,Bike/Moped,univ,0.0,univtourmode5
7,Bike/Moped,work,0.0,worktourmode5
7,Bike/Moped,atwork,0.0,atworktourmode5
7,Auto 2 Person,idisc,0.0,idisctourmode2
7,Auto 2 Person,imain,0.0,imaintourmode2
7,Auto 2 Person,jdisc,0.0,jdisctourmode2
7,Auto 2 Person,jmain,0.0,jmaintourmode2
7,Auto 2 Person,schl,0.0,schltourmode2
7,Auto 2 Person,total,0.0,totaltourmode2
7,Auto 2 Person,univ,0.0,univtourmode2
7,Auto 2 Person,work,0.0,worktourmode2
7,Auto 2 Person,atwork,0.0,atworktourmode2
7,Auto 3+ Person,idisc,0.0,idisctourmode3
7,Auto 3+ Person,imain,0.0,imaintourmode3
7,Auto 3+ Person,jdisc,0.0,jdisctourmode3
7,Auto 3+ Person,jmain,0.0,jmaintourmode3
7,Auto 3+ Person,schl,0.0,schltourmode3
7,Auto 3+ Person,total,0.0,totaltourmode3
7,Auto 3+ Person,univ,0.0,univtourmode3
7,Auto 3+ Person,work,0.0,worktourmode3
7,Auto 3+ Person,atwork,0.0,atworktourmode3
7,KNR-Transit,idisc,0.0,idisctourmode8
7,KNR-Transit,imain,0.0,imaintourmode8
7,KNR-Transit,jdisc,0.0,jdisctourmode8
7,KNR-Transit,jmain,0.0,jmaintourmode8
7,KNR-Transit,schl,0.0,schltourmode8
7,KNR-Transit,total,0.0,totaltourmode8
7,KNR-Transit,univ,0.0,univtourmode8
7,KNR-Transit,work,0.0,worktourmode8
7,KNR-Transit,atwork,0.0,atworktourmode8
7,PNR-Transit,idisc,650.0,idisctourmode7
7,PNR-Transit,imain,504.0,imaintourmode7
7,PNR-Transit,jdisc,110.0,jdisctourmode7
7,PNR-Transit,jmain,6.0,jmaintourmode7
7,PNR-Transit,schl,88.0,schltourmode7
7,PNR-Transit,total,35858.0,totaltourmode7
7,PNR-Transit,univ,2775.0,univtourmode7
7,PNR-Transit,work,31513.0,worktourmode7
7,PNR-Transit,atwork,214.0,atworktourmode7
7,School Bus,idisc,0.0,idisctourmode10
7,School Bus,imain,0.0,imaintourmode10
7,School Bus,jdisc,0.0,jdisctourmode10
7,School Bus,jmain,0.0,jmaintourmode10
7,School Bus,schl,0.0,schltourmode10
7,School Bus,total,0.0,totaltourmode10
7,School Bus,univ,0.0,univtourmode10
7,School Bus,work,0.0,worktourmode10
7,School Bus,atwork,0.0,atworktourmode10
7,Auto SOV,idisc,0.0,idisctourmode1
7,Auto SOV,imain,0.0,imaintourmode1
7,Auto SOV,jdisc,0.0,jdisctourmode1
7,Auto SOV,jmain,0.0,jmaintourmode1
7,Auto SOV,schl,0.0,schltourmode1
7,Auto SOV,total,0.0,totaltourmode1
7,Auto SOV,univ,0.0,univtourmode1
7,Auto SOV,work,0.0,worktourmode1
7,Auto SOV,atwork,0.0,atworktourmode1
7,Taxi,idisc,0.0,idisctourmode9
7,Taxi,imain,0.0,imaintourmode9
7,Taxi,jdisc,0.0,jdisctourmode9
7,Taxi,jmain,0.0,jmaintourmode9
7,Taxi,schl,0.0,schltourmode9
7,Taxi,total,0.0,totaltourmode9
7,Taxi,univ,0.0,univtourmode9
7,Taxi,work,0.0,worktourmode9
7,Taxi,atwork,0.0,atworktourmode9
7,Auto SOV,idisc,0.0,idisctourmode4
7,Auto SOV,imain,0.0,imaintourmode4
7,Auto SOV,jdisc,0.0,jdisctourmode4
7,Auto SOV,jmain,0.0,jmaintourmode4
7,Auto SOV,schl,0.0,schltourmode4
7,Auto SOV,total,0.0,totaltourmode4
7,Auto SOV,univ,0.0,univtourmode4
7,Auto SOV,work,0.0,worktourmode4
7,Auto SOV,atwork,0.0,atworktourmode4
7,Walk-Transit,idisc,0.0,idisctourmode6
7,Walk-Transit,imain,0.0,imaintourmode6
7,Walk-Transit,jdisc,0.0,jdisctourmode6
7,Walk-Transit,jmain,0.0,jmaintourmode6
7,Walk-Transit,schl,0.0,schltourmode6
7,Walk-Transit,total,0.0,totaltourmode6
7,Walk-Transit,univ,0.0,univtourmode6
7,Walk-Transit,work,0.0,worktourmode6
7,Walk-Transit,atwork,0.0,atworktourmode6
10,Total,idisc,0.0,idiscTotal
10,Total,imain,0.0,imainTotal
10,Total,jdisc,0.0,jdiscTotal
10,Total,jmain,0.0,jmainTotal
10,Total,schl,258587.0,schlTotal
10,Total,total,258587.0,totalTotal
10,Total,univ,0.0,univTotal
10,Total,work,0.0,workTotal
10,Total,atwork,0.0,atworkTotal
10,Bike/Moped,idisc,0.0,idisctourmode5
10,Bike/Moped,imain,0.0,imaintourmode5
10,Bike/Moped,jdisc,0.0,jdisctourmode5
10,Bike/Moped,jmain,0.0,jmaintourmode5
10,Bike/Moped,schl,0.0,schltourmode5
10,Bike/Moped,total,0.0,totaltourmode5
10,Bike/Moped,univ,0.0,univtourmode5
10,Bike/Moped,work,0.0,worktourmode5
10,Bike/Moped,atwork,0.0,atworktourmode5
10,Auto 2 Person,idisc,0.0,idisctourmode2
10,Auto 2 Person,imain,0.0,imaintourmode2
10,Auto 2 Person,jdisc,0.0,jdisctourmode2
10,Auto 2 Person,jmain,0.0,jmaintourmode2
10,Auto 2 Person,schl,0.0,schltourmode2
10,Auto 2 Person,total,0.0,totaltourmode2
10,Auto 2 Person,univ,0.0,univtourmode2
10,Auto 2 Person,work,0.0,worktourmode2
10,Auto 2 Person,atwork,0.0,atworktourmode2
10,Auto 3+ Person,idisc,0.0,idisctourmode3
10,Auto 3+ Person,imain,0.0,imaintourmode3
10,Auto 3+ Person,jdisc,0.0,jdisctourmode3
10,Auto 3+ Person,jmain,0.0,jmaintourmode3
10,Auto 3+ Person,schl,0.0,schltourmode3
10,Auto 3+ Person,total,0.0,totaltourmode3
10,Auto 3+ Person,univ,0.0,univtourmode3
10,Auto 3+ Person,work,0.0,worktourmode3
10,Auto 3+ Person,atwork,0.0,atworktourmode3
10,KNR-Transit,idisc,0.0,idisctourmode8
10,KNR-Transit,imain,0.0,imaintourmode8
10,KNR-Transit,jdisc,0.0,jdisctourmode8
10,KNR-Transit,jmain,0.0,jmaintourmode8
10,KNR-Transit,schl,0.0,schltourmode8
10,KNR-Transit,total,0.0,totaltourmode8
10,KNR-Transit,univ,0.0,univtourmode8
10,KNR-Transit,work,0.0,worktourmode8
10,KNR-Transit,atwork,0.0,atworktourmode8
10,PNR-Transit,idisc,0.0,idisctourmode7
10,PNR-Transit,imain,0.0,imaintourmode7
10,PNR-Transit,jdisc,0.0,jdisctourmode7
10,PNR-Transit,jmain,0.0,jmaintourmode7
10,PNR-Transit,schl,0.0,schltourmode7
10,PNR-Transit,total,0.0,totaltourmode7
10,PNR-Transit,univ,0.0,univtourmode7
10,PNR-Transit,work,0.0,worktourmode7
10,PNR-Transit,atwork,0.0,atworktourmode7
10,School Bus,idisc,0.0,idisctourmode10
10,School Bus,imain,0.0,imaintourmode10
10,School Bus,jdisc,0.0,jdisctourmode10
10,School Bus,jmain,0.0,jmaintourmode10
10,School Bus,schl,258587.0,schltourmode10
10,School Bus,total,258587.0,totaltourmode10
10,School Bus,univ,0.0,univtourmode10
10,School Bus,work,0.0,worktourmode10
10,School Bus,atwork,0.0,atworktourmode10
10,Auto SOV,idisc,0.0,idisctourmode1
10,Auto SOV,imain,0.0,imaintourmode1
10,Auto SOV,jdisc,0.0,jdisctourmode1
10,Auto SOV,jmain,0.0,jmaintourmode1
10,Auto SOV,schl,0.0,schltourmode1
10,Auto SOV,total,0.0,totaltourmode1
10,Auto SOV,univ,0.0,univtourmode1
10,Auto SOV,work,0.0,worktourmode1
10,Auto SOV,atwork,0.0,atworktourmode1
10,Taxi,idisc,0.0,idisctourmode9
10,Taxi,imain,0.0,imaintourmode9
10,Taxi,jdisc,0.0,jdisctourmode9
10,Taxi,jmain,0.0,jmaintourmode9
10,Taxi,schl,0.0,schltourmode9
10,Taxi,total,0.0,totaltourmode9
