"tripmode","tourmode","purpose","value","grp_var"
"10","Auto 2 Person","univ",0,"univtourmode2"
"2","Auto 2 Person","univ",6051,"univtourmode2"
"3","Auto 2 Person","univ",0,"univtourmode2"
"4","Auto 2 Person","univ",404,"univtourmode2"
"5","Auto 2 Person","univ",0,"univtourmode2"
"6","Auto 2 Person","univ",0,"univtourmode2"
"7","Auto 2 Person","univ",0,"univtourmode2"
"8","Auto 2 Person","univ",391,"univtourmode2"
"9","Auto 2 Person","univ",0,"univtourmode2"
"1","Auto 3+ Person","univ",971,"univtourmode3"
"10","Auto 3+ Person","univ",0,"univtourmode3"
"2","Auto 3+ Person","univ",1425,"univtourmode3"
"3","Auto 3+ Person","univ",4568,"univtourmode3"
"4","Auto 3+ Person","univ",255,"univtourmode3"
"5","Auto 3+ Person","univ",0,"univtourmode3"
"6","Auto 3+ Person","univ",0,"univtourmode3"
"7","Auto 3+ Person","univ",0,"univtourmode3"
"8","Auto 3+ Person","univ",363,"univtourmode3"
"9","Auto 3+ Person","univ",0,"univtourmode3"
"1","Walk","univ",0,"univtourmode4"
"10","Walk","univ",0,"univtourmode4"
"2","Walk","univ",0,"univtourmode4"
"3","Walk","univ",0,"univtourmode4"
"4","Walk","univ",3525,"univtourmode4"
"5","Walk","univ",0,"univtourmode4"
"6","Walk","univ",0,"univtourmode4"
"7","Walk","univ",0,"univtourmode4"
"8","Walk","univ",484,"univtourmode4"
"9","Walk","univ",0,"univtourmode4"
"1","Bike/Moped","univ",0,"univtourmode5"
"10","Bike/Moped","univ",0,"univtourmode5"
"2","Bike/Moped","univ",0,"univtourmode5"
"3","Bike/Moped","univ",0,"univtourmode5"
"4","Bike/Moped","univ",479,"univtourmode5"
"5","Bike/Moped","univ",2676,"univtourmode5"
"6","Bike/Moped","univ",0,"univtourmode5"
"7","Bike/Moped","univ",0,"univtourmode5"
"8","Bike/Moped","univ",334,"univtourmode5"
"9","Bike/Moped","univ",0,"univtourmode5"
"1","Walk-Transit","univ",0,"univtourmode6"
"10","Walk-Transit","univ",0,"univtourmode6"
"2","Walk-Transit","univ",34,"univtourmode6"
"3","Walk-Transit","univ",6,"univtourmode6"
"4","Walk-Transit","univ",70,"univtourmode6"
"5","Walk-Transit","univ",0,"univtourmode6"
"6","Walk-Transit","univ",75,"univtourmode6"
"7","Walk-Transit","univ",0,"univtourmode6"
"8","Walk-Transit","univ",0,"univtourmode6"
"9","Walk-Transit","univ",0,"univtourmode6"
"1","Drive-Transit","univ",0,"univtourmode7"
"10","Drive-Transit","univ",0,"univtourmode7"
"2","Drive-Transit","univ",0,"univtourmode7"
"3","Drive-Transit","univ",0,"univtourmode7"
"4","Drive-Transit","univ",0,"univtourmode7"
"5","Drive-Transit","univ",0,"univtourmode7"
"6","Drive-Transit","univ",0,"univtourmode7"
"7","Drive-Transit","univ",451,"univtourmode7"
"8","Drive-Transit","univ",475,"univtourmode7"
"9","Drive-Transit","univ",0,"univtourmode7"
"1","School Bus","univ",0,"univtourmode8"
"10","School Bus","univ",0,"univtourmode8"
"2","School Bus","univ",0,"univtourmode8"
"3","School Bus","univ",0,"univtourmode8"
"4","School Bus","univ",15,"univtourmode8"
"5","School Bus","univ",0,"univtourmode8"
"6","School Bus","univ",0,"univtourmode8"
"7","School Bus","univ",0,"univtourmode8"
"8","School Bus","univ",79,"univtourmode8"
"9","School Bus","univ",0,"univtourmode8"
"1","Ride Hail","univ",0,"univtourmode9"
"10","Ride Hail","univ",0,"univtourmode9"
"2","Ride Hail","univ",0,"univtourmode9"
"3","Ride Hail","univ",0,"univtourmode9"
"4","Ride Hail","univ",0,"univtourmode9"
"5","Ride Hail","univ",0,"univtourmode9"
"6","Ride Hail","univ",0,"univtourmode9"
"7","Ride Hail","univ",0,"univtourmode9"
"8","Ride Hail","univ",0,"univtourmode9"
"9","Ride Hail","univ",0,"univtourmode9"
"1","tourmode10","univ",0,"univtourmode10"
"10","tourmode10","univ",0,"univtourmode10"
"2","tourmode10","univ",0,"univtourmode10"
"3","tourmode10","univ",0,"univtourmode10"
"4","tourmode10","univ",0,"univtourmode10"
"5","tourmode10","univ",0,"univtourmode10"
"6","tourmode10","univ",0,"univtourmode10"
"7","tourmode10","univ",0,"univtourmode10"
"8","tourmode10","univ",0,"univtourmode10"
"9","tourmode10","univ",0,"univtourmode10"
"1","Total","univ",7236,"univTotal"
"10","Total","univ",0,"univTotal"
"2","Total","univ",7510,"univTotal"
"3","Total","univ",4574,"univTotal"
"4","Total","univ",4899,"univTotal"
"5","Total","univ",2676,"univTotal"
"6","Total","univ",75,"univTotal"
"7","Total","univ",451,"univTotal"
"8","Total","univ",2126,"univTotal"
"9","Total","univ",0,"univTotal"
"1","Auto SOV","schl",2790,"schltourmode1"
"10","Auto SOV","schl",0,"schltourmode1"
"2","Auto SOV","schl",0,"schltourmode1"
"3","Auto SOV","schl",0,"schltourmode1"
"4","Auto SOV","schl",0,"schltourmode1"
"5","Auto SOV","schl",0,"schltourmode1"
"6","Auto SOV","schl",0,"schltourmode1"
"7","Auto SOV","schl",0,"schltourmode1"
"8","Auto SOV","schl",0,"schltourmode1"
"9","Auto SOV","schl",0,"schltourmode1"
"1","Auto 2 Person","schl",672,"schltourmode2"
"10","Auto 2 Person","schl",0,"schltourmode2"
"2","Auto 2 Person","schl",14315,"schltourmode2"
"3","Auto 2 Person","schl",0,"schltourmode2"
"4","Auto 2 Person","schl",1240,"schltourmode2"
"5","Auto 2 Person","schl",0,"schltourmode2"
"6","Auto 2 Person","schl",0,"schltourmode2"
"7","Auto 2 Person","schl",0,"schltourmode2"
"8","Auto 2 Person","schl",381,"schltourmode2"
"9","Auto 2 Person","schl",0,"schltourmode2"
"1","Auto 3+ Person","schl",183,"schltourmode3"
"10","Auto 3+ Person","schl",0,"schltourmode3"
"2","Auto 3+ Person","schl",6507,"schltourmode3"
"3","Auto 3+ Person","schl",29769,"schltourmode3"
"4","Auto 3+ Person","schl",1832,"schltourmode3"
"5","Auto 3+ Person","schl",0,"schltourmode3"
"6","Auto 3+ Person","schl",0,"schltourmode3"
"7","Auto 3+ Person","schl",0,"schltourmode3"
"8","Auto 3+ Person","schl",785,"schltourmode3"
"9","Auto 3+ Person","schl",0,"schltourmode3"
"1","Walk","schl",0,"schltourmode4"
"10","Walk","schl",0,"schltourmode4"
"2","Walk","schl",0,"schltourmode4"
"3","Walk","schl",0,"schltourmode4"
"4","Walk","schl",750,"schltourmode4"
"5","Walk","schl",0,"schltourmode4"
"6","Walk","schl",0,"schltourmode4"
"7","Walk","schl",0,"schltourmode4"
"8","Walk","schl",45,"schltourmode4"
"9","Walk","schl",0,"schltourmode4"
"1","Bike/Moped","schl",0,"schltourmode5"
"10","Bike/Moped","schl",0,"schltourmode5"
"2","Bike/Moped","schl",0,"schltourmode5"
"3","Bike/Moped","schl",0,"schltourmode5"
"4","Bike/Moped","schl",420,"schltourmode5"
"5","Bike/Moped","schl",2074,"schltourmode5"
"6","Bike/Moped","schl",0,"schltourmode5"
"7","Bike/Moped","schl",0,"schltourmode5"
"8","Bike/Moped","schl",65,"schltourmode5"
"9","Bike/Moped","schl",0,"schltourmode5"
"1","Walk-Transit","schl",0,"schltourmode6"
"10","Walk-Transit","schl",0,"schltourmode6"
"2","Walk-Transit","schl",42,"schltourmode6"
"3","Walk-Transit","schl",12,"schltourmode6"
"4","Walk-Transit","schl",32,"schltourmode6"
"5","Walk-Transit","schl",0,"schltourmode6"
"6","Walk-Transit","schl",12,"schltourmode6"
"7","Walk-Transit","schl",0,"schltourmode6"
"8","Walk-Transit","schl",0,"schltourmode6"
"9","Walk-Transit","schl",0,"schltourmode6"
"1","Drive-Transit","schl",0,"schltourmode7"
"10","Drive-Transit","schl",0,"schltourmode7"
"2","Drive-Transit","schl",0,"schltourmode7"
"3","Drive-Transit","schl",0,"schltourmode7"
"4","Drive-Transit","schl",0,"schltourmode7"
"5","Drive-Transit","schl",0,"schltourmode7"
"6","Drive-Transit","schl",0,"schltourmode7"
"7","Drive-Transit","schl",79,"schltourmode7"
"8","Drive-Transit","schl",30,"schltourmode7"
"9","Drive-Transit","schl",0,"schltourmode7"
"1","School Bus","schl",0,"schltourmode8"
"10","School Bus","schl",0,"schltourmode8"
"2","School Bus","schl",0,"schltourmode8"
"3","School Bus","schl",0,"schltourmode8"
"4","School Bus","schl",0,"schltourmode8"
"5","School Bus","schl",0,"schltourmode8"
"6","School Bus","schl",0,"schltourmode8"
"7","School Bus","schl",0,"schltourmode8"
"8","School Bus","schl",0,"schltourmode8"
"9","School Bus","schl",0,"schltourmode8"
"1","Ride Hail","schl",0,"schltourmode9"
"10","Ride Hail","schl",0,"schltourmode9"
"2","Ride Hail","schl",909,"schltourmode9"
"3","Ride Hail","schl",974,"schltourmode9"
"4","Ride Hail","schl",401,"schltourmode9"
"5","Ride Hail","schl",0,"schltourmode9"
"6","Ride Hail","schl",0,"schltourmode9"
"7","Ride Hail","schl",0,"schltourmode9"
"8","Ride Hail","schl",9082,"schltourmode9"
"9","Ride Hail","schl",18958,"schltourmode9"
"1","tourmode10","schl",0,"schltourmode10"
"10","tourmode10","schl",0,"schltourmode10"
"2","tourmode10","schl",0,"schltourmode10"
"3","tourmode10","schl",0,"schltourmode10"
"4","tourmode10","schl",0,"schltourmode10"
"5","tourmode10","schl",0,"schltourmode10"
"6","tourmode10","schl",0,"schltourmode10"
"7","tourmode10","schl",0,"schltourmode10"
"8","tourmode10","schl",0,"schltourmode10"
"9","tourmode10","schl",0,"schltourmode10"
"1","Total","schl",3645,"schlTotal"
"10","Total","schl",0,"schlTotal"
"2","Total","schl",21773,"schlTotal"
"3","Total","schl",30755,"schlTotal"
"4","Total","schl",4675,"schlTotal"
"5","Total","schl",2074,"schlTotal"
"6","Total","schl",12,"schlTotal"
"7","Total","schl",79,"schlTotal"
"8","Total","schl",10388,"schlTotal"
"9","Total","schl",18958,"schlTotal"
"1","Auto SOV","imain",93287,"imaintourmode1"
"10","Auto SOV","imain",0,"imaintourmode1"
"2","Auto SOV","imain",0,"imaintourmode1"
"3","Auto SOV","imain",0,"imaintourmode1"
"4","Auto SOV","imain",2372,"imaintourmode1"
"5","Auto SOV","imain",0,"imaintourmode1"
"6","Auto SOV","imain",0,"imaintourmode1"
"7","Auto SOV","imain",0,"imaintourmode1"
"8","Auto SOV","imain",3410,"imaintourmode1"
"9","Auto SOV","imain",0,"imaintourmode1"
"1","Auto 2 Person","imain",19596,"imaintourmode2"
"10","Auto 2 Person","imain",0,"imaintourmode2"
"2","Auto 2 Person","imain",50536,"imaintourmode2"
"3","Auto 2 Person","imain",0,"imaintourmode2"
"4","Auto 2 Person","imain",1118,"imaintourmode2"
"5","Auto 2 Person","imain",0,"imaintourmode2"
"6","Auto 2 Person","imain",0,"imaintourmode2"
"7","Auto 2 Person","imain",0,"imaintourmode2"
"8","Auto 2 Person","imain",1937,"imaintourmode2"
"9","Auto 2 Person","imain",0,"imaintourmode2"
"1","Auto 3+ Person","imain",6252,"imaintourmode3"
"10","Auto 3+ Person","imain",0,"imaintourmode3"
"2","Auto 3+ Person","imain",14590,"imaintourmode3"
"3","Auto 3+ Person","imain",33480,"imaintourmode3"
"4","Auto 3+ Person","imain",1155,"imaintourmode3"
"5","Auto 3+ Person","imain",0,"imaintourmode3"
"6","Auto 3+ Person","imain",0,"imaintourmode3"
"7","Auto 3+ Person","imain",0,"imaintourmode3"
"8","Auto 3+ Person","imain",1332,"imaintourmode3"
"9","Auto 3+ Person","imain",0,"imaintourmode3"
"1","Walk","imain",0,"imaintourmode4"
"10","Walk","imain",0,"imaintourmode4"
"2","Walk","imain",0,"imaintourmode4"
"3","Walk","imain",0,"imaintourmode4"
"4","Walk","imain",4218,"imaintourmode4"
"5","Walk","imain",0,"imaintourmode4"
"6","Walk","imain",0,"imaintourmode4"
"7","Walk","imain",0,"imaintourmode4"
"8","Walk","imain",232,"imaintourmode4"
"9","Walk","imain",0,"imaintourmode4"
"1","Bike/Moped","imain",0,"imaintourmode5"
"10","Bike/Moped","imain",0,"imaintourmode5"
"2","Bike/Moped","imain",0,"imaintourmode5"
"3","Bike/Moped","imain",0,"imaintourmode5"
"4","Bike/Moped","imain",837,"imaintourmode5"
"5","Bike/Moped","imain",4442,"imaintourmode5"
"6","Bike/Moped","imain",0,"imaintourmode5"
"7","Bike/Moped","imain",0,"imaintourmode5"
"8","Bike/Moped","imain",192,"imaintourmode5"
"9","Bike/Moped","imain",0,"imaintourmode5"
"1","Walk-Transit","imain",0,"imaintourmode6"
"10","Walk-Transit","imain",0,"imaintourmode6"
"2","Walk-Transit","imain",204,"imaintourmode6"
"3","Walk-Transit","imain",36,"imaintourmode6"
"4","Walk-Transit","imain",463,"imaintourmode6"
"5","Walk-Transit","imain",0,"imaintourmode6"
"6","Walk-Transit","imain",357,"imaintourmode6"
"7","Walk-Transit","imain",0,"imaintourmode6"
"8","Walk-Transit","imain",0,"imaintourmode6"
"9","Walk-Transit","imain",0,"imaintourmode6"
"1","Drive-Transit","imain",0,"imaintourmode7"
"10","Drive-Transit","imain",0,"imaintourmode7"
"2","Drive-Transit","imain",0,"imaintourmode7"
"3","Drive-Transit","imain",0,"imaintourmode7"
"4","Drive-Transit","imain",0,"imaintourmode7"
"5","Drive-Transit","imain",0,"imaintourmode7"
"6","Drive-Transit","imain",0,"imaintourmode7"
"7","Drive-Transit","imain",211,"imaintourmode7"
"8","Drive-Transit","imain",740,"imaintourmode7"
"9","Drive-Transit","imain",0,"imaintourmode7"
"1","School Bus","imain",0,"imaintourmode8"
"10","School Bus","imain",0,"imaintourmode8"
"2","School Bus","imain",736,"imaintourmode8"
"3","School Bus","imain",80,"imaintourmode8"
"4","School Bus","imain",1316,"imaintourmode8"
"5","School Bus","imain",0,"imaintourmode8"
"6","School Bus","imain",0,"imaintourmode8"
"7","School Bus","imain",0,"imaintourmode8"
"8","School Bus","imain",1322,"imaintourmode8"
"9","School Bus","imain",0,"imaintourmode8"
"1","Ride Hail","imain",0,"imaintourmode9"
"10","Ride Hail","imain",0,"imaintourmode9"
"2","Ride Hail","imain",0,"imaintourmode9"
"3","Ride Hail","imain",0,"imaintourmode9"
"4","Ride Hail","imain",0,"imaintourmode9"
"5","Ride Hail","imain",0,"imaintourmode9"
"6","Ride Hail","imain",0,"imaintourmode9"
"7","Ride Hail","imain",0,"imaintourmode9"
"8","Ride Hail","imain",0,"imaintourmode9"
"9","Ride Hail","imain",0,"imaintourmode9"
"1","tourmode10","imain",0,"imaintourmode10"
"10","tourmode10","imain",0,"imaintourmode10"
"2","tourmode10","imain",0,"imaintourmode10"
"3","tourmode10","imain",0,"imaintourmode10"
"4","tourmode10","imain",0,"imaintourmode10"
"5","tourmode10","imain",0,"imaintourmode10"
"6","tourmode10","imain",0,"imaintourmode10"
"7","tourmode10","imain",0,"imaintourmode10"
"8","tourmode10","imain",0,"imaintourmode10"
"9","tourmode10","imain",0,"imaintourmode10"
"1","Total","imain",119135,"imainTotal"
"10","Total","imain",0,"imainTotal"
"2","Total","imain",66066,"imainTotal"
"3","Total","imain",33596,"imainTotal"
"4","Total","imain",11479,"imainTotal"
"5","Total","imain",4442,"imainTotal"
"6","Total","imain",357,"imainTotal"
"7","Total","imain",211,"imainTotal"
"8","Total","imain",9165,"imainTotal"
"9","Total","imain",0,"imainTotal"
"1","Auto SOV","idisc",57142,"idisctourmode1"
"10","Auto SOV","idisc",0,"idisctourmode1"
"2","Auto SOV","idisc",0,"idisctourmode1"
"3","Auto SOV","idisc",0,"idisctourmode1"
"4","Auto SOV","idisc",2214,"idisctourmode1"
"5","Auto SOV","idisc",0,"idisctourmode1"
"6","Auto SOV","idisc",0,"idisctourmode1"
"7","Auto SOV","idisc",0,"idisctourmode1"
"8","Auto SOV","idisc",123,"idisctourmode1"
"9","Auto SOV","idisc",0,"idisctourmode1"
"1","Auto 2 Person","idisc",6040,"idisctourmode2"
"10","Auto 2 Person","idisc",0,"idisctourmode2"
"2","Auto 2 Person","idisc",28172,"idisctourmode2"
"3","Auto 2 Person","idisc",0,"idisctourmode2"
"4","Auto 2 Person","idisc",2240,"idisctourmode2"
"5","Auto 2 Person","idisc",0,"idisctourmode2"
"6","Auto 2 Person","idisc",0,"idisctourmode2"
"7","Auto 2 Person","idisc",0,"idisctourmode2"
"8","Auto 2 Person","idisc",52,"idisctourmode2"
"9","Auto 2 Person","idisc",0,"idisctourmode2"
"1","Auto 3+ Person","idisc",2289,"idisctourmode3"
"10","Auto 3+ Person","idisc",0,"idisctourmode3"
"2","Auto 3+ Person","idisc",6985,"idisctourmode3"
"3","Auto 3+ Person","idisc",23412,"idisctourmode3"
"4","Auto 3+ Person","idisc",2576,"idisctourmode3"
"5","Auto 3+ Person","idisc",0,"idisctourmode3"
"6","Auto 3+ Person","idisc",0,"idisctourmode3"
"7","Auto 3+ Person","idisc",0,"idisctourmode3"
"8","Auto 3+ Person","idisc",54,"idisctourmode3"
"9","Auto 3+ Person","idisc",0,"idisctourmode3"
"1","Walk","idisc",0,"idisctourmode4"
"10","Walk","idisc",0,"idisctourmode4"
"2","Walk","idisc",0,"idisctourmode4"
"3","Walk","idisc",0,"idisctourmode4"
"4","Walk","idisc",7218,"idisctourmode4"
"5","Walk","idisc",0,"idisctourmode4"
"6","Walk","idisc",0,"idisctourmode4"
"7","Walk","idisc",0,"idisctourmode4"
"8","Walk","idisc",71,"idisctourmode4"
"9","Walk","idisc",0,"idisctourmode4"
"1","Bike/Moped","idisc",0,"idisctourmode5"
"10","Bike/Moped","idisc",0,"idisctourmode5"
"2","Bike/Moped","idisc",0,"idisctourmode5"
"3","Bike/Moped","idisc",0,"idisctourmode5"
"4","Bike/Moped","idisc",746,"idisctourmode5"
"5","Bike/Moped","idisc",5373,"idisctourmode5"
"6","Bike/Moped","idisc",0,"idisctourmode5"
"7","Bike/Moped","idisc",0,"idisctourmode5"
"8","Bike/Moped","idisc",14,"idisctourmode5"
"9","Bike/Moped","idisc",0,"idisctourmode5"
"1","Walk-Transit","idisc",0,"idisctourmode6"
"10","Walk-Transit","idisc",0,"idisctourmode6"
"2","Walk-Transit","idisc",55,"idisctourmode6"
"3","Walk-Transit","idisc",18,"idisctourmode6"
"4","Walk-Transit","idisc",191,"idisctourmode6"
"5","Walk-Transit","idisc",0,"idisctourmode6"
"6","Walk-Transit","idisc",230,"idisctourmode6"
"7","Walk-Transit","idisc",0,"idisctourmode6"
"8","Walk-Transit","idisc",0,"idisctourmode6"
"9","Walk-Transit","idisc",0,"idisctourmode6"
"1","Drive-Transit","idisc",0,"idisctourmode7"
"10","Drive-Transit","idisc",0,"idisctourmode7"
"2","Drive-Transit","idisc",0,"idisctourmode7"
"3","Drive-Transit","idisc",0,"idisctourmode7"
"4","Drive-Transit","idisc",0,"idisctourmode7"
"5","Drive-Transit","idisc",0,"idisctourmode7"
"6","Drive-Transit","idisc",0,"idisctourmode7"
"7","Drive-Transit","idisc",125,"idisctourmode7"
"8","Drive-Transit","idisc",559,"idisctourmode7"
"9","Drive-Transit","idisc",0,"idisctourmode7"
"1","School Bus","idisc",0,"idisctourmode8"
"10","School Bus","idisc",0,"idisctourmode8"
"2","School Bus","idisc",1072,"idisctourmode8"
"3","School Bus","idisc",2043,"idisctourmode8"
"4","School Bus","idisc",1603,"idisctourmode8"
"5","School Bus","idisc",0,"idisctourmode8"
"6","School Bus","idisc",0,"idisctourmode8"
"7","School Bus","idisc",0,"idisctourmode8"
"8","School Bus","idisc",23,"idisctourmode8"
"9","School Bus","idisc",0,"idisctourmode8"
"1","Ride Hail","idisc",0,"idisctourmode9"
"10","Ride Hail","idisc",0,"idisctourmode9"
"2","Ride Hail","idisc",0,"idisctourmode9"
"3","Ride Hail","idisc",0,"idisctourmode9"
"4","Ride Hail","idisc",0,"idisctourmode9"
"5","Ride Hail","idisc",0,"idisctourmode9"
"6","Ride Hail","idisc",0,"idisctourmode9"
"7","Ride Hail","idisc",0,"idisctourmode9"
"8","Ride Hail","idisc",0,"idisctourmode9"
"9","Ride Hail","idisc",0,"idisctourmode9"
"1","tourmode10","idisc",0,"idisctourmode10"
"10","tourmode10","idisc",0,"idisctourmode10"
"2","tourmode10","idisc",0,"idisctourmode10"
"3","tourmode10","idisc",0,"idisctourmode10"
"4","tourmode10","idisc",0,"idisctourmode10"
"5","tourmode10","idisc",0,"idisctourmode10"
"6","tourmode10","idisc",0,"idisctourmode10"
"7","tourmode10","idisc",0,"idisctourmode10"
"8","tourmode10","idisc",0,"idisctourmode10"
"9","tourmode10","idisc",0,"idisctourmode10"
"1","Total","idisc",65471,"idiscTotal"
"10","Total","idisc",0,"idiscTotal"
"2","Total","idisc",36284,"idiscTotal"
"3","Total","idisc",25473,"idiscTotal"
"4","Total","idisc",16788,"idiscTotal"
"5","Total","idisc",5373,"idiscTotal"
"6","Total","idisc",230,"idiscTotal"
"7","Total","idisc",125,"idiscTotal"
"8","Total","idisc",896,"idiscTotal"
"9","Total","idisc",0,"idiscTotal"
"1","Auto SOV","jmain",0,"jmaintourmode1"
"10","Auto SOV","jmain",0,"jmaintourmode1"
"2","Auto SOV","jmain",0,"jmaintourmode1"
"3","Auto SOV","jmain",0,"jmaintourmode1"
"4","Auto SOV","jmain",0,"jmaintourmode1"
"5","Auto SOV","jmain",0,"jmaintourmode1"
"6","Auto SOV","jmain",0,"jmaintourmode1"
"7","Auto SOV","jmain",0,"jmaintourmode1"
"8","Auto SOV","jmain",0,"jmaintourmode1"
"9","Auto SOV","jmain",0,"jmaintourmode1"
"1","Auto 2 Person","jmain",0,"jmaintourmode2"
"10","Auto 2 Person","jmain",0,"jmaintourmode2"
"2","Auto 2 Person","jmain",21190,"jmaintourmode2"
"3","Auto 2 Person","jmain",0,"jmaintourmode2"
"4","Auto 2 Person","jmain",0,"jmaintourmode2"
"5","Auto 2 Person","jmain",0,"jmaintourmode2"
"6","Auto 2 Person","jmain",0,"jmaintourmode2"
"7","Auto 2 Person","jmain",0,"jmaintourmode2"
"8","Auto 2 Person","jmain",0,"jmaintourmode2"
"9","Auto 2 Person","jmain",0,"jmaintourmode2"
"1","Auto 3+ Person","jmain",0,"jmaintourmode3"
"10","Auto 3+ Person","jmain",0,"jmaintourmode3"
