"tripmode","tourmode","purpose","value","grp_var"
"1","Drive-Transit","work",0,"worktourmode8"
"10","Drive-Transit","work",0,"worktourmode8"
"2","Drive-Transit","work",0,"worktourmode8"
"3","Drive-Transit","work",0,"worktourmode8"
"4","Drive-Transit","work",131.717641117237,"worktourmode8"
"5","Drive-Transit","work",34.3556362378976,"worktourmode8"
"6","Drive-Transit","work",0,"worktourmode8"
"7","Drive-Transit","work",0,"worktourmode8"
"8","Drive-Transit","work",3404.70322155436,"worktourmode8"
"9","Drive-Transit","work",0,"worktourmode8"
"1","Taxi","work",0,"worktourmode9"
"10","Taxi","work",0,"worktourmode9"
"2","Taxi","work",0,"worktourmode9"
"3","Taxi","work",0,"worktourmode9"
"4","Taxi","work",0,"worktourmode9"
"5","Taxi","work",0,"worktourmode9"
"6","Taxi","work",0,"worktourmode9"
"7","Taxi","work",0,"worktourmode9"
"8","Taxi","work",0,"worktourmode9"
"9","Taxi","work",0,"worktourmode9"
"1","School Bus","work",0,"worktourmode10"
"10","School Bus","work",0,"worktourmode10"
"2","School Bus","work",0,"worktourmode10"
"3","School Bus","work",0,"worktourmode10"
"4","School Bus","work",0,"worktourmode10"
"5","School Bus","work",0,"worktourmode10"
"6","School Bus","work",0,"worktourmode10"
"7","School Bus","work",0,"worktourmode10"
"8","School Bus","work",0,"worktourmode10"
"9","School Bus","work",0,"worktourmode10"
"1","Total","work",2340751.97690343,"workTotal"
"10","Total","work",0,"workTotal"
"2","Total","work",405624.394593827,"workTotal"
"3","Total","work",155570.318996381,"workTotal"
"4","Total","work",110329.677639377,"workTotal"
"5","Total","work",24757.5779855262,"workTotal"
"6","Total","work",99073.5077862335,"workTotal"
"7","Total","work",28005.9491339657,"workTotal"
"8","Total","work",4695.20775908561,"workTotal"
"9","Total","work",0,"workTotal"
"1","Auto SOV","univ",39069.2211688219,"univtourmode1"
"10","Auto SOV","univ",0,"univtourmode1"
"2","Auto SOV","univ",0,"univtourmode1"
"3","Auto SOV","univ",0,"univtourmode1"
"4","Auto SOV","univ",7025.78684199276,"univtourmode1"
"5","Auto SOV","univ",0,"univtourmode1"
"6","Auto SOV","univ",0,"univtourmode1"
"7","Auto SOV","univ",0,"univtourmode1"
"8","Auto SOV","univ",0,"univtourmode1"
"9","Auto SOV","univ",0,"univtourmode1"
"1","Auto 2 Person","univ",1618.00553441888,"univtourmode2"
"10","Auto 2 Person","univ",0,"univtourmode2"
"2","Auto 2 Person","univ",9910.21249464974,"univtourmode2"
"3","Auto 2 Person","univ",0,"univtourmode2"
"4","Auto 2 Person","univ",2649.17943084209,"univtourmode2"
"5","Auto 2 Person","univ",0,"univtourmode2"
"6","Auto 2 Person","univ",0,"univtourmode2"
"7","Auto 2 Person","univ",0,"univtourmode2"
"8","Auto 2 Person","univ",0,"univtourmode2"
"9","Auto 2 Person","univ",0,"univtourmode2"
"1","Auto 3+ Person","univ",5826.24362752458,"univtourmode3"
"10","Auto 3+ Person","univ",0,"univtourmode3"
"2","Auto 3+ Person","univ",755.382011673743,"univtourmode3"
"3","Auto 3+ Person","univ",2746.82515785528,"univtourmode3"
"4","Auto 3+ Person","univ",16.1823583517292,"univtourmode3"
"5","Auto 3+ Person","univ",0,"univtourmode3"
"6","Auto 3+ Person","univ",0,"univtourmode3"
"7","Auto 3+ Person","univ",0,"univtourmode3"
"8","Auto 3+ Person","univ",0,"univtourmode3"
"9","Auto 3+ Person","univ",0,"univtourmode3"
"1","Walk","univ",0,"univtourmode4"
"10","Walk","univ",0,"univtourmode4"
"2","Walk","univ",0,"univtourmode4"
"3","Walk","univ",0,"univtourmode4"
"4","Walk","univ",4141.49191373677,"univtourmode4"
"5","Walk","univ",0,"univtourmode4"
"6","Walk","univ",0,"univtourmode4"
"7","Walk","univ",0,"univtourmode4"
"8","Walk","univ",0,"univtourmode4"
"9","Walk","univ",0,"univtourmode4"
"1","Bike/Moped","univ",0,"univtourmode5"
"10","Bike/Moped","univ",0,"univtourmode5"
"2","Bike/Moped","univ",0,"univtourmode5"
"3","Bike/Moped","univ",0,"univtourmode5"
"4","Bike/Moped","univ",1397.9219028072,"univtourmode5"
"5","Bike/Moped","univ",3255.57562551525,"univtourmode5"
"6","Bike/Moped","univ",0,"univtourmode5"
"7","Bike/Moped","univ",0,"univtourmode5"
"8","Bike/Moped","univ",0,"univtourmode5"
"9","Bike/Moped","univ",0,"univtourmode5"
"1","Walk-Transit","univ",1652.16644046829,"univtourmode6"
"10","Walk-Transit","univ",0,"univtourmode6"
"2","Walk-Transit","univ",896.000752580215,"univtourmode6"
"3","Walk-Transit","univ",12.1367687637969,"univtourmode6"
"4","Walk-Transit","univ",3213.65741923209,"univtourmode6"
"5","Walk-Transit","univ",247.131950774143,"univtourmode6"
"6","Walk-Transit","univ",13943.8646833456,"univtourmode6"
"7","Walk-Transit","univ",0,"univtourmode6"
"8","Walk-Transit","univ",21.6012958844504,"univtourmode6"
"9","Walk-Transit","univ",0,"univtourmode6"
"1","Drive-Transit","univ",77.2839895755891,"univtourmode7"
"10","Drive-Transit","univ",0,"univtourmode7"
"2","Drive-Transit","univ",784.86817864764,"univtourmode7"
"3","Drive-Transit","univ",0,"univtourmode7"
"4","Drive-Transit","univ",1038.3331617831,"univtourmode7"
"5","Drive-Transit","univ",0,"univtourmode7"
"6","Drive-Transit","univ",775.456738161069,"univtourmode7"
"7","Drive-Transit","univ",1458.45568296396,"univtourmode7"
"8","Drive-Transit","univ",0,"univtourmode7"
"9","Drive-Transit","univ",0,"univtourmode7"
"1","Drive-Transit","univ",0,"univtourmode8"
"10","Drive-Transit","univ",0,"univtourmode8"
"2","Drive-Transit","univ",0,"univtourmode8"
"3","Drive-Transit","univ",0,"univtourmode8"
"4","Drive-Transit","univ",17.1778181189488,"univtourmode8"
"5","Drive-Transit","univ",0,"univtourmode8"
"6","Drive-Transit","univ",0,"univtourmode8"
"7","Drive-Transit","univ",0,"univtourmode8"
"8","Drive-Transit","univ",17.1778181189488,"univtourmode8"
"9","Drive-Transit","univ",0,"univtourmode8"
"1","Taxi","univ",0,"univtourmode9"
"10","Taxi","univ",0,"univtourmode9"
"2","Taxi","univ",0,"univtourmode9"
"3","Taxi","univ",0,"univtourmode9"
"4","Taxi","univ",0,"univtourmode9"
"5","Taxi","univ",0,"univtourmode9"
"6","Taxi","univ",0,"univtourmode9"
"7","Taxi","univ",0,"univtourmode9"
"8","Taxi","univ",0,"univtourmode9"
"9","Taxi","univ",583.180258297138,"univtourmode9"
"1","School Bus","univ",0,"univtourmode10"
"10","School Bus","univ",0,"univtourmode10"
"2","School Bus","univ",0,"univtourmode10"
"3","School Bus","univ",0,"univtourmode10"
"4","School Bus","univ",0,"univtourmode10"
"5","School Bus","univ",0,"univtourmode10"
"6","School Bus","univ",0,"univtourmode10"
"7","School Bus","univ",0,"univtourmode10"
"8","School Bus","univ",0,"univtourmode10"
"9","School Bus","univ",0,"univtourmode10"
"1","Total","univ",48242.9207608092,"univTotal"
"10","Total","univ",0,"univTotal"
"2","Total","univ",12346.4634375513,"univTotal"
"3","Total","univ",2758.96192661907,"univTotal"
"4","Total","univ",19499.7308468647,"univTotal"
"5","Total","univ",3502.70757628939,"univTotal"
"6","Total","univ",14719.3214215067,"univTotal"
"7","Total","univ",1458.45568296396,"univTotal"
"8","Total","univ",38.7791140033992,"univTotal"
"9","Total","univ",583.180258297138,"univTotal"
"1","Auto SOV","schl",26712.3522158308,"schltourmode1"
"10","Auto SOV","schl",0,"schltourmode1"
"2","Auto SOV","schl",0,"schltourmode1"
"3","Auto SOV","schl",0,"schltourmode1"
"4","Auto SOV","schl",0,"schltourmode1"
"5","Auto SOV","schl",832.897368658761,"schltourmode1"
"6","Auto SOV","schl",0,"schltourmode1"
"7","Auto SOV","schl",0,"schltourmode1"
"8","Auto SOV","schl",0,"schltourmode1"
"9","Auto SOV","schl",0,"schltourmode1"
"1","Auto 2 Person","schl",5698.29569369441,"schltourmode2"
"10","Auto 2 Person","schl",0,"schltourmode2"
"2","Auto 2 Person","schl",97160.3990979363,"schltourmode2"
"3","Auto 2 Person","schl",0,"schltourmode2"
"4","Auto 2 Person","schl",3978.34022033374,"schltourmode2"
"5","Auto 2 Person","schl",540.566719128943,"schltourmode2"
"6","Auto 2 Person","schl",0,"schltourmode2"
"7","Auto 2 Person","schl",0,"schltourmode2"
"8","Auto 2 Person","schl",0,"schltourmode2"
"9","Auto 2 Person","schl",0,"schltourmode2"
"1","Auto 3+ Person","schl",2052.57133075661,"schltourmode3"
"10","Auto 3+ Person","schl",0,"schltourmode3"
"2","Auto 3+ Person","schl",49847.2614361787,"schltourmode3"
"3","Auto 3+ Person","schl",273301.479686451,"schltourmode3"
"4","Auto 3+ Person","schl",2477.21188569942,"schltourmode3"
"5","Auto 3+ Person","schl",362.172783899497,"schltourmode3"
"6","Auto 3+ Person","schl",0,"schltourmode3"
"7","Auto 3+ Person","schl",0,"schltourmode3"
"8","Auto 3+ Person","schl",12.3972673515797,"schltourmode3"
"9","Auto 3+ Person","schl",0,"schltourmode3"
"1","Walk","schl",0,"schltourmode4"
"10","Walk","schl",0,"schltourmode4"
"2","Walk","schl",0,"schltourmode4"
"3","Walk","schl",0,"schltourmode4"
"4","Walk","schl",13815.5945265619,"schltourmode4"
"5","Walk","schl",0,"schltourmode4"
"6","Walk","schl",0,"schltourmode4"
"7","Walk","schl",0,"schltourmode4"
"8","Walk","schl",0,"schltourmode4"
"9","Walk","schl",0,"schltourmode4"
"1","Bike/Moped","schl",0,"schltourmode5"
"10","Bike/Moped","schl",0,"schltourmode5"
"2","Bike/Moped","schl",0,"schltourmode5"
"3","Bike/Moped","schl",0,"schltourmode5"
"4","Bike/Moped","schl",12.4321695843496,"schltourmode5"
"5","Bike/Moped","schl",5690.89566117386,"schltourmode5"
"6","Bike/Moped","schl",0,"schltourmode5"
"7","Bike/Moped","schl",0,"schltourmode5"
"8","Bike/Moped","schl",0,"schltourmode5"
"9","Bike/Moped","schl",0,"schltourmode5"
"1","Walk-Transit","schl",0,"schltourmode6"
"10","Walk-Transit","schl",0,"schltourmode6"
"2","Walk-Transit","schl",179.590741716358,"schltourmode6"
"3","Walk-Transit","schl",1051.08633442825,"schltourmode6"
"4","Walk-Transit","schl",214.221425251434,"schltourmode6"
"5","Walk-Transit","schl",0,"schltourmode6"
"6","Walk-Transit","schl",24058.1066083874,"schltourmode6"
"7","Walk-Transit","schl",0,"schltourmode6"
"8","Walk-Transit","schl",0,"schltourmode6"
"9","Walk-Transit","schl",0,"schltourmode6"
"1","Drive-Transit","schl",0,"schltourmode7"
"10","Drive-Transit","schl",0,"schltourmode7"
"2","Drive-Transit","schl",0,"schltourmode7"
"3","Drive-Transit","schl",0,"schltourmode7"
"4","Drive-Transit","schl",0,"schltourmode7"
"5","Drive-Transit","schl",0,"schltourmode7"
"6","Drive-Transit","schl",0,"schltourmode7"
"7","Drive-Transit","schl",0,"schltourmode7"
"8","Drive-Transit","schl",0,"schltourmode7"
"9","Drive-Transit","schl",0,"schltourmode7"
"1","Drive-Transit","schl",0,"schltourmode8"
"10","Drive-Transit","schl",0,"schltourmode8"
"2","Drive-Transit","schl",0,"schltourmode8"
"3","Drive-Transit","schl",0,"schltourmode8"
"4","Drive-Transit","schl",0,"schltourmode8"
"5","Drive-Transit","schl",0,"schltourmode8"
"6","Drive-Transit","schl",0,"schltourmode8"
"7","Drive-Transit","schl",0,"schltourmode8"
"8","Drive-Transit","schl",1719.04110715966,"schltourmode8"
"9","Drive-Transit","schl",0,"schltourmode8"
"1","Taxi","schl",249.161323840208,"schltourmode9"
"10","Taxi","schl",0,"schltourmode9"
"2","Taxi","schl",13382.6284878888,"schltourmode9"
"3","Taxi","schl",20224.296523595,"schltourmode9"
"4","Taxi","schl",4773.12154794318,"schltourmode9"
"5","Taxi","schl",112.567763723441,"schltourmode9"
"6","Taxi","schl",2868.33216547303,"schltourmode9"
"7","Taxi","schl",0,"schltourmode9"
"8","Taxi","schl",26.1227205071058,"schltourmode9"
"9","Taxi","schl",238199.479671007,"schltourmode9"
"1","School Bus","schl",0,"schltourmode10"
"10","School Bus","schl",0,"schltourmode10"
"2","School Bus","schl",0,"schltourmode10"
"3","School Bus","schl",0,"schltourmode10"
"4","School Bus","schl",0,"schltourmode10"
"5","School Bus","schl",0,"schltourmode10"
"6","School Bus","schl",0,"schltourmode10"
"7","School Bus","schl",0,"schltourmode10"
"8","School Bus","schl",0,"schltourmode10"
"9","School Bus","schl",0,"schltourmode10"
"1","Total","schl",34712.380564122,"schlTotal"
"10","Total","schl",0,"schlTotal"
"2","Total","schl",160569.87976372,"schlTotal"
"3","Total","schl",294576.862544474,"schlTotal"
"4","Total","schl",25270.921775374,"schlTotal"
"5","Total","schl",7539.10029658451,"schlTotal"
"6","Total","schl",26926.4387738604,"schlTotal"
"7","Total","schl",0,"schlTotal"
"8","Total","schl",1757.56109501835,"schlTotal"
"9","Total","schl",238199.479671007,"schlTotal"
"1","Auto SOV","imain",2391207.1452495,"imaintourmode1"
"10","Auto SOV","imain",0,"imaintourmode1"
"2","Auto SOV","imain",0,"imaintourmode1"
"3","Auto SOV","imain",0,"imaintourmode1"
"4","Auto SOV","imain",60872.7065911708,"imaintourmode1"
"5","Auto SOV","imain",1155.63812569515,"imaintourmode1"
"6","Auto SOV","imain",0,"imaintourmode1"
"7","Auto SOV","imain",0,"imaintourmode1"
"8","Auto SOV","imain",740.190599054435,"imaintourmode1"
"9","Auto SOV","imain",0,"imaintourmode1"
"1","Auto 2 Person","imain",465551.815642793,"imaintourmode2"
"10","Auto 2 Person","imain",0,"imaintourmode2"
"2","Auto 2 Person","imain",951017.996116453,"imaintourmode2"
"3","Auto 2 Person","imain",0,"imaintourmode2"
"4","Auto 2 Person","imain",45216.2662540235,"imaintourmode2"
"5","Auto 2 Person","imain",2624.35933510366,"imaintourmode2"
"6","Auto 2 Person","imain",0,"imaintourmode2"
"7","Auto 2 Person","imain",0,"imaintourmode2"
"8","Auto 2 Person","imain",2478.36547674678,"imaintourmode2"
"9","Auto 2 Person","imain",0,"imaintourmode2"
"1","Auto 3+ Person","imain",214260.855606099,"imaintourmode3"
"10","Auto 3+ Person","imain",0,"imaintourmode3"
"2","Auto 3+ Person","imain",262227.561277956,"imaintourmode3"
"3","Auto 3+ Person","imain",911303.61883985,"imaintourmode3"
"4","Auto 3+ Person","imain",21954.9111674777,"imaintourmode3"
"5","Auto 3+ Person","imain",1101.22699450887,"imaintourmode3"
"6","Auto 3+ Person","imain",0,"imaintourmode3"
"7","Auto 3+ Person","imain",0,"imaintourmode3"
"8","Auto 3+ Person","imain",831.018842473191,"imaintourmode3"
"9","Auto 3+ Person","imain",0,"imaintourmode3"
"1","Walk","imain",0,"imaintourmode4"
"10","Walk","imain",0,"imaintourmode4"
"2","Walk","imain",0,"imaintourmode4"
"3","Walk","imain",0,"imaintourmode4"
"4","Walk","imain",146731.654507008,"imaintourmode4"
"5","Walk","imain",0,"imaintourmode4"
"6","Walk","imain",0,"imaintourmode4"
"7","Walk","imain",0,"imaintourmode4"
"8","Walk","imain",0,"imaintourmode4"
"9","Walk","imain",0,"imaintourmode4"
"1","Bike/Moped","imain",0,"imaintourmode5"
"10","Bike/Moped","imain",0,"imaintourmode5"
"2","Bike/Moped","imain",0,"imaintourmode5"
"3","Bike/Moped","imain",0,"imaintourmode5"
"4","Bike/Moped","imain",3226.03094886013,"imaintourmode5"
"5","Bike/Moped","imain",31399.806672494,"imaintourmode5"
"6","Bike/Moped","imain",0,"imaintourmode5"
"7","Bike/Moped","imain",0,"imaintourmode5"
"8","Bike/Moped","imain",0,"imaintourmode5"
"9","Bike/Moped","imain",0,"imaintourmode5"
"1","Walk-Transit","imain",25498.5314760376,"imaintourmode6"
"10","Walk-Transit","imain",0,"imaintourmode6"
"2","Walk-Transit","imain",11990.8791669719,"imaintourmode6"
"3","Walk-Transit","imain",7352.38283663771,"imaintourmode6"
"4","Walk-Transit","imain",41319.1857461009,"imaintourmode6"
"5","Walk-Transit","imain",1705.50292972019,"imaintourmode6"
"6","Walk-Transit","imain",143310.504024379,"imaintourmode6"
"7","Walk-Transit","imain",0,"imaintourmode6"
"8","Walk-Transit","imain",2626.46939447132,"imaintourmode6"
"9","Walk-Transit","imain",0,"imaintourmode6"
"1","Drive-Transit","imain",2345.54345354419,"imaintourmode7"
"10","Drive-Transit","imain",0,"imaintourmode7"
"2","Drive-Transit","imain",2475.1170655333,"imaintourmode7"
"3","Drive-Transit","imain",705.722391840821,"imaintourmode7"
"4","Drive-Transit","imain",1608.24618460011,"imaintourmode7"
"5","Drive-Transit","imain",836.207259657178,"imaintourmode7"
"6","Drive-Transit","imain",6871.6034136122,"imaintourmode7"
"7","Drive-Transit","imain",10578.5259831052,"imaintourmode7"
"8","Drive-Transit","imain",706.487799889712,"imaintourmode7"
"9","Drive-Transit","imain",0,"imaintourmode7"
"1","Drive-Transit","imain",0,"imaintourmode8"
"10","Drive-Transit","imain",0,"imaintourmode8"
"2","Drive-Transit","imain",0,"imaintourmode8"
"3","Drive-Transit","imain",0,"imaintourmode8"
"4","Drive-Transit","imain",2300.00734649525,"imaintourmode8"
"5","Drive-Transit","imain",19.2614736203278,"imaintourmode8"
"6","Drive-Transit","imain",0,"imaintourmode8"
"7","Drive-Transit","imain",0,"imaintourmode8"
"8","Drive-Transit","imain",11322.7523854182,"imaintourmode8"
"9","Drive-Transit","imain",0,"imaintourmode8"
"1","Taxi","imain",234.822192205126,"imaintourmode9"
"10","Taxi","imain",0,"imaintourmode9"
"2","Taxi","imain",4700.44125642479,"imaintourmode9"
"3","Taxi","imain",7383.4178393165,"imaintourmode9"
"4","Taxi","imain",63.0319133158522,"imaintourmode9"
"5","Taxi","imain",0,"imaintourmode9"
"6","Taxi","imain",12.3705736471792,"imaintourmode9"
"7","Taxi","imain",0,"imaintourmode9"
"8","Taxi","imain",0,"imaintourmode9"
"9","Taxi","imain",18043.360920262,"imaintourmode9"
"1","School Bus","imain",0,"imaintourmode10"
"10","School Bus","imain",0,"imaintourmode10"
"2","School Bus","imain",0,"imaintourmode10"
"3","School Bus","imain",0,"imaintourmode10"
"4","School Bus","imain",0,"imaintourmode10"
"5","School Bus","imain",0,"imaintourmode10"
"6","School Bus","imain",0,"imaintourmode10"
"7","School Bus","imain",0,"imaintourmode10"
"8","School Bus","imain",0,"imaintourmode10"
"9","School Bus","imain",0,"imaintourmode10"
"1","Total","imain",3099098.71362017,"imainTotal"
"10","Total","imain",0,"imainTotal"
"2","Total","imain",1232411.99488334,"imainTotal"
"3","Total","imain",926745.141907645,"imainTotal"
"4","Total","imain",323292.040659052,"imainTotal"
"5","Total","imain",38842.0027907994,"imainTotal"
"6","Total","imain",150194.478011639,"imainTotal"
"7","Total","imain",10578.5259831052,"imainTotal"
"8","Total","imain",18705.2844980536,"imainTotal"
"9","Total","imain",18043.360920262,"imainTotal"
"1","Auto SOV","idisc",919546.944263239,"idisctourmode1"
"10","Auto SOV","idisc",0,"idisctourmode1"
"2","Auto SOV","idisc",0,"idisctourmode1"
"3","Auto SOV","idisc",0,"idisctourmode1"
"4","Auto SOV","idisc",33537.6749193043,"idisctourmode1"
"5","Auto SOV","idisc",2557.12838996807,"idisctourmode1"
"6","Auto SOV","idisc",0,"idisctourmode1"
"7","Auto SOV","idisc",0,"idisctourmode1"
"8","Auto SOV","idisc",1025.27833806224,"idisctourmode1"
"9","Auto SOV","idisc",0,"idisctourmode1"
"1","Auto 2 Person","idisc",111436.580138249,"idisctourmode2"
"10","Auto 2 Person","idisc",0,"idisctourmode2"
"2","Auto 2 Person","idisc",404281.458184828,"idisctourmode2"
"3","Auto 2 Person","idisc",0,"idisctourmode2"
"4","Auto 2 Person","idisc",36455.5837467166,"idisctourmode2"
"5","Auto 2 Person","idisc",1401.35629961591,"idisctourmode2"
"6","Auto 2 Person","idisc",0,"idisctourmode2"
"7","Auto 2 Person","idisc",0,"idisctourmode2"
"8","Auto 2 Person","idisc",548.756834909675,"idisctourmode2"
"9","Auto 2 Person","idisc",0,"idisctourmode2"
"1","Auto 3+ Person","idisc",50765.8131091242,"idisctourmode3"
"10","Auto 3+ Person","idisc",0,"idisctourmode3"
"2","Auto 3+ Person","idisc",83976.2188420017,"idisctourmode3"
"3","Auto 3+ Person","idisc",460185.71821562,"idisctourmode3"
"4","Auto 3+ Person","idisc",29206.1587920458,"idisctourmode3"
"5","Auto 3+ Person","idisc",886.753432656288,"idisctourmode3"
"6","Auto 3+ Person","idisc",0,"idisctourmode3"
"7","Auto 3+ Person","idisc",0,"idisctourmode3"
"8","Auto 3+ Person","idisc",664.037667214359,"idisctourmode3"
"9","Auto 3+ Person","idisc",0,"idisctourmode3"
"1","Walk","idisc",0,"idisctourmode4"
"10","Walk","idisc",0,"idisctourmode4"
"2","Walk","idisc",0,"idisctourmode4"
"3","Walk","idisc",0,"idisctourmode4"
"4","Walk","idisc",330974.540987582,"idisctourmode4"
"5","Walk","idisc",0,"idisctourmode4"
"6","Walk","idisc",0,"idisctourmode4"
"7","Walk","idisc",0,"idisctourmode4"
"8","Walk","idisc",0,"idisctourmode4"
"9","Walk","idisc",0,"idisctourmode4"
"1","Bike/Moped","idisc",0,"idisctourmode5"
"10","Bike/Moped","idisc",0,"idisctourmode5"
"2","Bike/Moped","idisc",0,"idisctourmode5"
"3","Bike/Moped","idisc",0,"idisctourmode5"
"4","Bike/Moped","idisc",1189.2194451921,"idisctourmode5"
"5","Bike/Moped","idisc",30690.473491113,"idisctourmode5"
"6","Bike/Moped","idisc",0,"idisctourmode5"
"7","Bike/Moped","idisc",0,"idisctourmode5"
"8","Bike/Moped","idisc",0,"idisctourmode5"
"9","Bike/Moped","idisc",0,"idisctourmode5"
"1","Walk-Transit","idisc",12310.4624053144,"idisctourmode6"
"10","Walk-Transit","idisc",0,"idisctourmode6"
"2","Walk-Transit","idisc",7258.26720014345,"idisctourmode6"
"3","Walk-Transit","idisc",3245.21801660875,"idisctourmode6"
"4","Walk-Transit","idisc",15213.5262064671,"idisctourmode6"
"5","Walk-Transit","idisc",2097.12594216374,"idisctourmode6"
"6","Walk-Transit","idisc",41796.8306946233,"idisctourmode6"
"7","Walk-Transit","idisc",0,"idisctourmode6"
"8","Walk-Transit","idisc",1036.5637170685,"idisctourmode6"
"9","Walk-Transit","idisc",0,"idisctourmode6"
"1","Drive-Transit","idisc",437.627632082738,"idisctourmode7"
"10","Drive-Transit","idisc",0,"idisctourmode7"
"2","Drive-Transit","idisc",315.775384194856,"idisctourmode7"
"3","Drive-Transit","idisc",1783.16615595737,"idisctourmode7"
"4","Drive-Transit","idisc",10159.9017283947,"idisctourmode7"
"5","Drive-Transit","idisc",4454.53909973947,"idisctourmode7"
"6","Drive-Transit","idisc",2926.00843985896,"idisctourmode7"
"7","Drive-Transit","idisc",6387.62771081046,"idisctourmode7"
"8","Drive-Transit","idisc",34.3556362378976,"idisctourmode7"
"9","Drive-Transit","idisc",0,"idisctourmode7"
"1","Drive-Transit","idisc",0,"idisctourmode8"
"10","Drive-Transit","idisc",0,"idisctourmode8"
"2","Drive-Transit","idisc",0,"idisctourmode8"
"3","Drive-Transit","idisc",0,"idisctourmode8"
"4","Drive-Transit","idisc",8958.6385896512,"idisctourmode8"
"5","Drive-Transit","idisc",0,"idisctourmode8"
"6","Drive-Transit","idisc",0,"idisctourmode8"
"7","Drive-Transit","idisc",0,"idisctourmode8"
"8","Drive-Transit","idisc",6733.35626067189,"idisctourmode8"
"9","Drive-Transit","idisc",0,"idisctourmode8"
"1","Taxi","idisc",2180.27390203829,"idisctourmode9"
"10","Taxi","idisc",0,"idisctourmode9"
"2","Taxi","idisc",1449.60213018846,"idisctourmode9"
"3","Taxi","idisc",1644.40208106249,"idisctourmode9"
"4","Taxi","idisc",868.34408619431,"idisctourmode9"
"5","Taxi","idisc",28.5883989288212,"idisctourmode9"
"6","Taxi","idisc",0,"idisctourmode9"
"7","Taxi","idisc",0,"idisctourmode9"
"8","Taxi","idisc",0,"idisctourmode9"
