HH_ID,JTRIP_ID,NUMBER_HH,PERSON_1,PERSON_2,PERSON_3,PERSON_4,PERSON_5,PERSON_6,PERSON_7,PERSON_8,PERSON_9,PERSON_10,PERSON_11,COMPOSITION
18120511,3,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18121526,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18121526,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18121526,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18121526,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18121526,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123057,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123057,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123057,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123057,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18123057,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18124224,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18124224,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18124224,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18127600,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18127600,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18127600,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18131773,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18133990,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18133990,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18135206,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18135206,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,1,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18137131,2,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,3,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18137131,4,4,2,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18137515,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18137515,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18138144,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18138144,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,1,3,2,6,7,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,2,3,2,6,7,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,3,2,1,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18139584,4,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18140776,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18140776,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18140776,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18140776,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144100,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144100,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144393,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144393,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18144664,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18144664,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18145447,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18146045,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18146045,2,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18147569,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18147569,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18151138,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18151138,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18151138,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18156171,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18158452,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18158452,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,3,4,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,3
18160621,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18160621,5,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18162578,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18163021,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18163021,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18163021,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18163021,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18165934,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18165934,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18169548,1,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18169548,2,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18169548,3,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18169548,4,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18169905,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18169905,2,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18169905,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18169905,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18169905,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18170513,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18170513,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18170513,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18170513,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18170513,5,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18173226,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18173226,2,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18173226,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18173226,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18174534,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,7,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18174534,8,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18175881,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18175881,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18177229,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18177229,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18178001,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18178001,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18178001,3,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18178955,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,3,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18178955,4,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18180901,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18181611,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18181611,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18181611,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18185311,1,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,2,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,3,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,4,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,5,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,6,5,1,2,3,4,5,nan,nan,nan,nan,nan,nan,3
18185311,7,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,8,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,9,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,10,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,11,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,12,3,1,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,13,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,14,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,15,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,16,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18185311,17,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18189381,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18189381,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18190167,1,3,3,4,5,nan,nan,nan,nan,nan,nan,nan,nan,2
18190167,2,3,3,4,5,nan,nan,nan,nan,nan,nan,nan,nan,2
18190167,3,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18190167,4,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18192291,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18192291,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18197061,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18197061,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18197061,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18197061,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18197280,1,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,2,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,3,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,4,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,5,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,6,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18197280,7,3,2,4,5,nan,nan,nan,nan,nan,nan,nan,nan,3
18201175,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18201175,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18209859,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18209859,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18210596,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18210596,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18210596,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18210596,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18215261,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18215261,2,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18215261,3,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18215306,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18215306,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18216463,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18222161,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18222161,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18222161,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18225167,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18225167,2,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18225167,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18225167,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18225167,5,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18225167,6,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18226851,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18226851,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18228680,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18228680,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18233579,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18233579,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18234602,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18234602,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18235553,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18235553,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18235553,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18235553,4,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18236934,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18236934,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18236934,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18236934,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18240028,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18240028,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18240028,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18240028,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18241142,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18241142,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18242421,6,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244257,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244257,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244840,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18244840,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18244840,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18244840,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18244949,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18244949,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18247288,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18247288,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18250169,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18250169,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18251273,1,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18251273,2,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18251273,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18253512,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18255343,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18255343,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18255343,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18255343,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18257189,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18257189,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18257189,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18258585,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18258585,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18258720,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18258720,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18258720,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18258720,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18258720,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18266953,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18268529,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18270971,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18270971,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18271635,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18271635,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18271928,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18271928,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18271928,3,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18271928,4,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18271928,5,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18271928,6,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18272730,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18272730,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18272730,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18277389,1,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,2
18277389,2,2,3,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18280822,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18280822,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,6,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18280822,7,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18280822,8,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18280822,9,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18282111,1,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18282111,2,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18282696,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,2,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,3,3,1,2,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,4,2,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18282696,5,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,6,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18282696,7,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18283416,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18283416,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18283416,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18284860,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18284860,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18286935,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18286935,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18286935,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18286935,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18288427,1,2,1,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18290659,1,2,1,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18290659,2,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18295472,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18295472,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18298179,1,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18298179,2,2,2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18299035,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18299035,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18299862,1,3,2,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18299862,3,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18300856,1,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18300856,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18300856,5,3,1,2,3,nan,nan,nan,nan,nan,nan,nan,nan,3
18303335,1,2,2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303335,2,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303335,3,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303335,4,2,2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,1,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,2,3,1,3,4,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,3,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,4,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,5,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,6,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,7,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,8,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,9,2,1,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,3
18303444,10,4,1,3,4,5,nan,nan,nan,nan,nan,nan,nan,3
18303822,1,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18303822,2,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18303822,3,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18303822,4,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18303822,5,2,1,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
18307912,1,4,1,4,6,7,nan,nan,nan,nan,nan,nan,nan,3
